"age","scenario","subperiod","disease","base_mean","base_lci","base_uci","crisis_mean","crisis_lci","crisis_uci","excess_mean","excess_lci","excess_uci","module","male","female","total","base_risk","crisis_risk","excess_risk","base_surv","crisis_surv","excess_surv","base_adj","crisis_adj","excess_adj","base_dr_mean","base_dr_lci","base_dr_uci","crisis_dr_mean","crisis_dr_lci","crisis_dr_uci","excess_dr_mean","excess_dr_lci","excess_dr_uci"
"1 to 11mo","escalation","months 1 to 3","other viral gastroenteritis",0.150121494371545,0.12098737885672,0.183254498919787,4.25695596046296,0.493383085267714,9.94470946354838,4.10726348923241,0.349897379286754,9.79877660654181,"infections - endemic",32545,31366,63911,2.34894736189191e-06,6.6733875413168e-05,6.43849280512761e-05,0.999997651052638,0.999933266124587,0.999935615071949,0.999986141588146,0.998107222339162,0.998142934721733,0.00939771901087757,0.00757390135981461,0.0114718701378299,0.266488660571809,0.0308861540412743,0.622546328721848,0.257117798733817,0.0219038403990378,0.613410821575828
"1 to 11mo","escalation","months 1 to 3","breast cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","COVID-19",0,0,0,0,0,0,0,0,0,"infections - endemic",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","maternal",0,0,0,0,0,0,0,0,0,"MNH",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","bacterial gastroenteritis",0.150121494371545,0.12098737885672,0.183254498919787,4.25695596046296,0.493383085267714,9.94470946354838,4.10726348923241,0.349897379286754,9.79877660654181,"infections - endemic",32545,31366,63911,2.34894736189191e-06,6.6733875413168e-05,6.43849280512761e-05,0.999997651052638,0.999933266124587,0.999935615071949,0.999986141588146,0.998107222339162,0.998142934721733,0.00939771901087757,0.00757390135981461,0.0114718701378299,0.266488660571809,0.0308861540412743,0.622546328721848,0.257117798733817,0.0219038403990378,0.613410821575828
"1 to 11mo","escalation","months 1 to 3","lung cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","typhoid fever",0,0,0,0.00192244933041135,0,0.0264100049365298,0.00192251811585286,0,0.0264109498893153,"infections - epidemic",32545,31366,63911,0,3.01371438406534e-08,3.01371438406534e-08,1,0.999999969862856,0.999999969862856,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0.000120346781088798,0,0.00165328626995363,0.000120351087109425,0,0.00165334542471221
"1 to 11mo","escalation","months 1 to 3","ischaemic stroke",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","polio - vaccine-derived",0,0,0,2.5921197784313,0,36.5694975094474,2.59221252475266,0,36.5708059699577,"infections - epidemic",32545,31366,63911,0,4.06351862590164e-05,4.06351862590164e-05,1,0.999959364813741,0.999959364813741,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0.162268657277988,0,2.28927818365706,0.162274463267803,0,2.28936009427395
"1 to 11mo","escalation","months 1 to 3","diphtheria",0,0,0,0.0168717330012567,0,0.217281426659288,0.0168723366736579,0,0.217289201011843,"infections - epidemic",32545,31366,63911,0,2.64488554395957e-07,2.64488554395957e-07,1,0.999999735511446,0.999999735511446,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0.00105618323769108,0,0.0136019815321905,0.00105622102803965,0,0.0136024682125364
"1 to 11mo","escalation","months 1 to 3","ischaemic heart disease",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","meningococcal meningitis",0,0,0,0.228939543590335,0,0.839317718523996,0.228947735071554,0,0.839347749401232,"infections - epidemic",32545,31366,63911,0,3.58895490604121e-06,3.58895490604121e-06,1,0.999996411045094,0.999996411045094,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0.014331788463387,0,0.0525419235437243,0.0143323012563025,0,0.0525438034993369
"1 to 11mo","escalation","months 1 to 3","Influenza, para-influenza",0.103826446494721,0.0836768223630531,0.126741766771399,1.4756134353423,0.0978966125493263,5.241607759188,1.3720311627245,-0.00938375079888161,5.14018749337972,"infections - endemic",32545,31366,63911,1.62456987661465e-06,2.31323518652094e-05,2.15077819885948e-05,0.999998375430123,0.999976867648135,0.999978492218011,0.999986141588146,0.998107222339162,0.998142934721733,0.00649961402356153,0.00523823232364615,0.00793413039249332,0.0923745163347589,0.00612840193675626,0.328128607380966,0.0858901877804416,-0.000587429892335942,0.321779622086989
"1 to 11mo","escalation","months 1 to 3","pneumococcal disease",0.725084319972946,0.584367026793081,0.885116180647501,10.3051216759355,0.683672620362597,36.6053903022576,9.58174257323121,-0.065532538158749,35.8971098308769,"infections - endemic",32545,31366,63911,1.13453766742711e-05,0.000161547526548672,0.000150202149874401,0.999988654623326,0.999838452473451,0.999849797850126,0.999986141588146,0.998107222339162,0.998142934721733,0.0453908264557657,0.0365818175472698,0.0554089418875585,0.645108405620179,0.0427984227608109,2.29152509961509,0.599824327054248,-0.0041023864188383,2.2471862067817
"1 to 11mo","escalation","months 1 to 3","traumatic injury",0,0,0,543.208627271712,477.89888161651,619.038015813261,543.228063334169,477.915980889322,619.060165059306,"injuries",32545,31366,63911,0,0.00851557244011658,0.00851557244011658,1,0.991484427559883,0.991484427559883,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,34.0052706293317,29.9168311896041,38.7522476645884,34.0064873415315,29.9179016170059,38.7536342241314
"1 to 11mo","escalation","months 1 to 3","RSV",1.57734768770801,1.27123143211711,1.92548083366272,22.4177511488499,1.48726071875124,79.6313286061264,20.8441129890432,-0.142559416452692,78.0905359934507,"infections - endemic",32545,31366,63911,2.46807208077616e-05,0.000351430323946328,0.000326749603138568,0.999975319279192,0.999648569676054,0.999673250396861,0.999986141588146,0.998107222339162,0.998142934721733,0.0987431574245449,0.0795800484590471,0.120536555483573,1.4033681654624,0.0931036450792835,4.98498135684081,1.30485722728818,-0.00892432721766869,4.88852657474195
"1 to 11mo","escalation","months 1 to 3","Hib disease",0,0,0,0,0,0,0,0,0,"infections - endemic",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","colorectal cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","hepatitis E",0,0,0,0.00811049652153968,0,0.0679902914507536,0.00811078671596783,0,0.067992724150613,"infections - epidemic",32545,31366,63911,0,1.27143637245545e-07,1.27143637245545e-07,1,0.999999872856363,0.999999872856363,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0.000507723212236936,0,0.00425624363251054,0.00050774137862747,0,0.00425639592136039
"1 to 11mo","escalation","months 1 to 3","hepatitis A",0,0,0,2.69488950031574e-05,0,0.000371286903745167,2.69498592374868e-05,0,0.000371300188430072,"infections - epidemic",32545,31366,63911,0,4.22462486895840e-10,4.22462486895840e-10,1,0.999999999577537,0.999999999577537,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,1.68702119542263e-06,0,2.32428407965356e-05,1.68708155722043e-06,0,2.32436724278513e-05
"1 to 11mo","escalation","months 1 to 3","polio - wildtype",0,0,0,1.12061176276375,0,8.71336486287442,1.12065185837181,0,8.71367662799594,"infections - epidemic",32545,31366,63911,0,1.75671927211278e-05,1.75671927211278e-05,1,0.999982432807279,0.999982432807279,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0.0701511433177825,0,0.545463226057979,0.0701536533331514,0,0.545482742790222
"1 to 11mo","escalation","months 1 to 3","neonatal",0,0,0,0,0,0,0,0,0,"MNH",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 1 to 3","diabetes type 1",0.0699990299111702,0.0299995842476444,0.109998475574696,1.05799365567951,0.688693983414022,1.46721761683857,0.988161505374516,0.548978614096953,1.48723297273538,"NCDs",32545,31366,63911,1.0952731141744e-06,1.65855643003552e-05,1.54902911861808e-05,0.999998904726886,0.9999834144357,0.999984509708814,0.999986141588146,0.998107222339162,0.998142934721733,0.00438199217835579,0.00187799664786677,0.00688598770884481,0.0662312024869627,0.0431127638830229,0.0918489317507878,0.0618596570980825,0.0343664761656014,0.0931019081577201
"1 to 11mo","escalation","months 1 to 3","pertussis",0,0,0,0.0113063979193952,0,0.17064386459584,0.0113068024635153,0,0.170649970251464,"infections - epidemic",32545,31366,63911,0,1.77243964262803e-07,1.77243964262803e-07,1,0.999999822756036,0.999999822756036,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0.000707789055234634,0,0.0106824348979163,0.000707814380002309,0,0.0106828171165731
"1 to 11mo","escalation","months 1 to 3","cholera",0,0,0,56.8820502335153,0,909.869451641143,56.8840854793225,0,909.902006866893,"infections - epidemic",32545,31366,63911,0,0.000891707522648683,0.000891707522648683,1,0.999108292477351,0.999108292477351,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,3.5608593365996,0,56.9585153605124,3.56098674452539,0,56.96055334225
"1 to 11mo","escalation","months 1 to 3","rotavirus",0.0750607471857725,0.06049368942836,0.0916272494598937,2.12847798023148,0.246691542633857,4.9723547317742,2.0536317446162,0.174948689643376,4.8993883032709,"infections - endemic",32545,31366,63911,1.17447368094596e-06,3.3366937706584e-05,3.2192464025638e-05,0.999998825526319,0.999966633062293,0.999967807535974,0.999986141588146,0.998107222339162,0.998142934721733,0.00469885950543879,0.00378695067990731,0.00573593506891497,0.133244330285905,0.0154430770206371,0.311273164360924,0.128558899366908,0.0109519201995189,0.306705410787914
"1 to 11mo","escalation","months 1 to 3","bacterial dysentery",0,0,0,0.00497317204034878,0,0.0491385891979694,0.00497334998097331,0,0.0491403473819171,"infections - epidemic",32545,31366,63911,0,7.796158720721e-08,7.796158720721e-08,1,0.999999922038413,0.999999922038413,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0.000311324328495422,0,0.0030761128231947,0.000311335467713007,0,0.00307622288683868
"1 to 11mo","escalation","months 1 to 3","chronic kidney disease",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999986141588146,0.998107222339162,0.998142934721733,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","polio - vaccine-derived",0,0,0,8.06705500820523,0,121.335041580879,8.06717441710958,0,121.336837587521,"infections - epidemic",32545,31366,63911,0,0.000126699846677411,0.000126699846677411,1,0.999873300153323,0.999873300153323,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0.505003740668701,0,7.59566530911368,0.505011215756363,0,7.59577774048689
"1 to 11mo","escalation","months 4 to 6","diphtheria",0,0,0,0.0709433143325683,0,0.962414827829557,0.0709443644386388,0,0.962429073536324,"infections - epidemic",32545,31366,63911,0,1.11422409287916e-06,1.11422409287916e-06,1,0.999998885775907,0.999998885775907,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0.00444110509683424,0,0.0602478956241902,0.00444117083426793,0,0.0602487874162009
"1 to 11mo","escalation","months 4 to 6","breast cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","other viral gastroenteritis",0.150793494759312,0.121528963963149,0.184074815123337,4.54973124554871,0.536663118323199,10.6190269231905,4.39956906433861,0.388140761437737,10.4560050381106,"infections - endemic",32545,31366,63911,2.35944545066015e-06,7.14573348821996e-05,6.90978894315395e-05,0.999997640554549,0.999928542665118,0.999930902110568,0.999993213030279,0.996238488359865,0.996253234725948,0.00943978674305593,0.00760780499681214,0.0115232225521748,0.284816614700455,0.0335955168219984,0.664759111350838,0.275416348662733,0.0242979050263926,0.654553818131383
"1 to 11mo","escalation","months 4 to 6","colorectal cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","lung cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","COVID-19",0,0,0,0,0,0,0,0,0,"infections - endemic",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","ischaemic heart disease",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","typhoid fever",0,0,0,0.00838895669847622,0,0.101559069994303,0.00838908087218359,0,0.101560573276141,"infections - epidemic",32545,31366,63911,0,1.31755581981193e-07,1.31755581981193e-07,1,0.999999868244418,0.999999868244418,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0.00052515502977595,0,0.00635767454093115,0.000525162803143883,0,0.00635776864751036
"1 to 11mo","escalation","months 4 to 6","hepatitis A",0,0,0,4.28382549994742e-05,0,0.00048890603063958,4.28388890932158e-05,0,0.000488913267448228,"infections - epidemic",32545,31366,63911,0,6.72810627278559e-10,6.72810627278559e-10,1,0.999999999327189,0.999999999327189,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,2.68170714051784e-06,0,3.06058870377537e-05,2.68174683526531e-06,0,3.06063400674447e-05
"1 to 11mo","escalation","months 4 to 6","hepatitis E",0,0,0,0.0656801883910401,0,0.952366559218353,0.0656811605920881,0,0.952380656190205,"infections - epidemic",32545,31366,63911,0,1.03156229757006e-06,1.03156229757006e-06,1,0.999998968437702,0.999998968437702,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0.00411162943497514,0,0.0596188664145542,0.00411169029549554,0,0.0596197488956467
"1 to 11mo","escalation","months 4 to 6","hemorrhagic stroke",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","Hib disease",0,0,0,0,0,0,0,0,0,"infections - endemic",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","meningococcal meningitis",0,0,0,2.81290481681131,0,36.6974773298912,2.81294645355258,0,36.6980205275706,"infections - epidemic",32545,31366,63911,0,4.41790230320289e-05,4.41790230320289e-05,1,0.999955820976968,0.999955820976968,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0.176089967551958,0,2.29728981714518,0.176092574043431,0,2.29732382173047
"1 to 11mo","escalation","months 4 to 6","RSV",0.142729268985229,0.115029764478095,0.174230750756724,2.33163976481132,0.157612819630505,8.44373577403035,2.18947881685315,0.011135937454501,8.2771935386259,"infections - endemic",32545,31366,63911,2.23326559889581e-06,3.66203528311223e-05,3.43870872322265e-05,0.999997766734401,0.999963379647169,0.999965612912768,0.999993213030279,0.996238488359865,0.996253234725948,0.00893496011458161,0.00720095019689243,0.0109069766825895,0.145962411552165,0.00986668163410165,0.528584241308172,0.13706302876342,0.000697118101296654,0.518158571497687
"1 to 11mo","escalation","months 4 to 6","maternal",0,0,0,0,0,0,0,0,0,"MNH",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","rotavirus",0.0753967473796559,0.0607644819815748,0.0920374075616687,2.27486562277435,0.268331559161599,5.30951346159526,2.19978453216931,0.194070380718869,5.22800251905529,"infections - endemic",32545,31366,63911,1.17972272533007e-06,3.57286674410998e-05,3.45489447157697e-05,0.999998820277275,0.999964271332559,0.999965451055284,0.999993213030279,0.996238488359865,0.996253234725948,0.00471989337152796,0.00380390249840608,0.00576161127608738,0.142408307350227,0.0167977584109992,0.33237955567542,0.137708174331366,0.0121489525131963,0.327276909065691
"1 to 11mo","escalation","months 4 to 6","traumatic injury",0,0,0,542.191589826325,477.004122157048,617.879004688268,542.199615370172,477.011182793122,617.888150560571,"injuries",32545,31366,63911,0,0.00851557244011658,0.00851557244011658,1,0.991484427559883,0.991484427559883,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,33.9416033165641,29.8608185711743,38.6796926921724,33.9421057216747,29.861260572329,38.6802652306912
"1 to 11mo","escalation","months 4 to 6","bacterial gastroenteritis",0.150793494759312,0.121528963963149,0.184074815123337,4.54973124554871,0.536663118323199,10.6190269231905,4.39956906433861,0.388140761437737,10.4560050381106,"infections - endemic",32545,31366,63911,2.35944545066015e-06,7.14573348821996e-05,6.90978894315395e-05,0.999997640554549,0.999928542665118,0.999930902110568,0.999993213030279,0.996238488359865,0.996253234725948,0.00943978674305593,0.00760780499681214,0.0115232225521748,0.284816614700455,0.0335955168219984,0.664759111350838,0.275416348662733,0.0242979050263926,0.654553818131383
"1 to 11mo","escalation","months 4 to 6","polio - wildtype",0,0,0,4.57983068402025,0,73.3860777763557,4.57989847487621,0,73.3871640403185,"infections - epidemic",32545,31366,63911,0,7.1930071740389e-05,7.1930071740389e-05,1,0.99992806992826,0.99992806992826,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0.286700862298208,0,4.59402393467862,0.286705106057028,0,4.5940919356237
"1 to 11mo","escalation","months 4 to 6","neonatal",0,0,0,0,0,0,0,0,0,"MNH",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","bacterial dysentery",0,0,0,0.0292397371142734,0,0.358822847539393,0.029240169922153,0,0.358828158851023,"infections - epidemic",32545,31366,63911,0,4.59234529267262e-07,4.59234529267262e-07,1,0.999999540765471,0.999999540765471,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0.00183042964301823,0,0.0224625814576048,0.00183045673711861,0,0.0224629139497271
"1 to 11mo","escalation","months 4 to 6","diabetes type 1",0.0699995249121196,0.0299997963909084,0.119999185563634,0.986276103476266,0.657517402317511,1.37480911393661,0.916552975947872,0.528014214404752,1.38479199626907,"NCDs",32545,31366,63911,1.0952731141744e-06,1.54902911861808e-05,1.43950180720064e-05,0.999998904726886,0.999984509708814,0.999985604981928,0.999993213030279,0.996238488359865,0.996253234725948,0.00438202316578935,0.00187800992819543,0.00751203971278173,0.0617416295142478,0.0411610863428319,0.0860640896259212,0.0573769090335834,0.0330540888997818,0.086689025605088
"1 to 11mo","escalation","months 4 to 6","pertussis",0,0,0,0.0412026256680925,0,0.480881345555657,0.0412032355511765,0,0.480888463582563,"infections - epidemic",32545,31366,63911,0,6.47121700489744e-07,6.47121700489744e-07,1,0.9999993528783,0.9999993528783,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0.00257931550814951,0,0.0301035356863686,0.00257935368729153,0,0.0301039812802328
"1 to 11mo","escalation","months 4 to 6","measles",0,0,0,154.366588804514,0,1774.00641010377,154.368873745576,0,1774.03266902497,"infections - epidemic",32545,31366,63911,0,0.002424456398742,0.002424456398742,1,0.997575543601258,0.997575543601258,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,9.66346513086324,0,111.054142083007,9.66360816990069,0,111.055785911321
"1 to 11mo","escalation","months 4 to 6","cholera",0,0,0,126.722840692171,0,1790.45319873316,126.724716449253,0,1790.47970110044,"infections - epidemic",32545,31366,63911,0,0.00199028821173194,0.00199028821173194,1,0.998009711788268,0.998009711788268,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,7.93294560562911,0,112.083723481842,7.93306302944017,0,112.085382550065
"1 to 11mo","escalation","months 4 to 6","pneumococcal disease",0.728330070664579,0.586982873845809,0.889078294261569,11.8980736519089,0.804279016317317,43.0873549391543,11.1726436542059,0.0568253321187571,42.2375102020295,"infections - endemic",32545,31366,63911,1.13960822683461e-05,0.000186869198972872,0.000175473116704525,0.999988603917732,0.999813130801027,0.999824526883295,0.999993213030279,0.996238488359865,0.996253234725948,0.0455940129022304,0.0367455715498521,0.0556569731944014,0.744828403284003,0.0503484743030099,2.69730098501385,0.699415937141064,0.00355730873974766,2.64410006214931
"1 to 11mo","escalation","months 4 to 6","ischaemic stroke",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","escalation","months 4 to 6","Influenza, para-influenza",0.00740263321123752,0.00596600235439099,0.00903645307749775,0.12093016437589,0.0081745664460337,0.437933153530131,0.113557007053792,0.00057756381031759,0.429295464206533,"infections - endemic",32545,31366,63911,1.15828002269186e-07,1.89930938483934e-06,1.78348138257015e-06,0.999999884171998,0.999998100690615,0.999998216518617,0.999993213030279,0.996238488359865,0.996253234725948,0.000463410434002361,0.000373476256544832,0.000565688792486471,0.00757031969007144,0.000511734037934905,0.0274149464049285,0.00710875446900737,3.61559310539699e-05,0.0268742205248255
"1 to 11mo","escalation","months 4 to 6","chronic kidney disease",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.999993213030279,0.996238488359865,0.996253234725948,0,0,0,0,0,0,0,0,0
"1 to 11mo","status quo","months 1 to 3","meningococcal meningitis",0,0,0,0.0870652986919549,0,0.264308849706836,0.0870684750774935,0,0.264318492432704,"infections - epidemic",32545,31366,63911,0,1.36416421273333e-06,1.36416421273333e-06,1,0.999998635835787,0.999998635835787,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0.00545035350287726,0,0.0165459337587298,0.00545055234701272,0,0.0165465374006572
"1 to 11mo","status quo","months 1 to 3","polio - wildtype",0,0,0,0.676748325297598,0,1.61380537740026,0.676773014968754,0,1.61386425353277,"infections - epidemic",32545,31366,63911,0,1.06034879598191e-05,1.06034879598191e-05,1,0.99998939651204,0.99998939651204,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0.0423649566562955,0,0.101025436354339,0.0423665022483705,0,0.101029122044734
"1 to 11mo","status quo","months 1 to 3","Hib disease",0,0,0,0,0,0,0,0,0,"infections - endemic",32545,31366,63911,0,0,0,1,1,1,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0,0,0,0,0,0
"1 to 11mo","status quo","months 1 to 3","lung cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0,0,0,0,0,0
"1 to 11mo","status quo","months 1 to 3","breast cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0,0,0,0,0,0
"1 to 11mo","status quo","months 1 to 3","traumatic injury",0,0,0,423.404244869292,367.786794401175,485.472990952924,423.419691840021,367.800212291799,485.490702365059,"injuries",32545,31366,63911,0,0.0066340198339369,0.0066340198339369,1,0.993365980166063,0.993365980166063,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,26.505425741676,23.0237313061865,30.3909761586457,26.5063927337186,23.024571276281,30.3920849064319
"1 to 11mo","status quo","months 1 to 3","rotavirus",0.0754788771993649,0.0610799023096895,0.0928144559574854,1.93606689410971,0.22925691018098,4.80772987990631,1.86075856488911,0.149235637156682,4.73976466489848,"infections - endemic",32545,31366,63911,1.18101623745218e-06,3.03348545296645e-05,2.91538382922123e-05,0.999998818983763,0.99996966514547,0.999970846161708,0.99998606844947,0.998625908447439,0.998662341112826,0.00472503476031622,0.00382364804934367,0.0058102550929659,0.121199250868597,0.01435165585183,0.300967524209004,0.116484892540653,0.00934226367968803,0.296712850380773
"1 to 11mo","status quo","months 1 to 3","typhoid fever",0,0,0,0.00170519667958806,0,0.0229132617578857,0.00170525888993082,0,0.0229140976977422,"infections - epidemic",32545,31366,63911,0,2.67175134170956e-08,2.67175134170956e-08,1,0.999999973282487,0.999999973282487,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0.000106746600945691,0,0.00143438750409956,0.000106750495360166,0,0.00143443983456639
"1 to 11mo","status quo","months 1 to 3","ischaemic heart disease",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0,0,0,0,0,0
"1 to 11mo","status quo","months 1 to 3","colorectal cancer",0,0,0,0,0,0,0,0,0,"NCDs",32545,31366,63911,0,0,0,1,1,1,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0,0,0,0,0,0
"1 to 11mo","status quo","months 1 to 3","neonatal",0,0,0,0,0,0,0,0,0,"MNH",32545,31366,63911,0,0,0,1,1,1,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0,0,0,0,0,0
"1 to 11mo","status quo","months 1 to 3","Influenza, para-influenza",0.104404817415766,0.0844876909280468,0.128383949090679,1.21543493662221,0.0729527667700318,4.18473505484466,1.1112126671077,-0.0253360305368753,4.08147456213625,"infections - endemic",32545,31366,63911,1.63361975179576e-06,1.90437851630438e-05,1.7410165411248e-05,0.999998366380248,0.999980956214837,0.999982589834589,0.99998606844947,0.998625908447439,0.998662341112826,0.00653582048035701,0.00528899330867674,0.00803693224685687,0.076087145669557,0.00456689833818226,0.261967577294873,0.0695627528257902,-0.00158605466081544,0.255503392406087
"1 to 11mo","status quo","months 1 to 3","maternal",0,0,0,0,0,0,0,0,0,"MNH",32545,31366,63911,0,0,0,1,1,1,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0,0,0,0,0,0
"1 to 11mo","status quo","months 1 to 3","pneumococcal disease",0.729123441989885,0.590029823718966,0.896584555906851,8.48813423020191,0.509474310924073,29.2245942527105,7.76028563316065,-0.176937178270645,28.5034623382193,"infections - endemic",32545,31366,63911,1.14085775524006e-05,0.000132994535408264,0.000121585957855863,0.999988591422448,0.999867005464592,0.999878414042144,0.99998606844947,0.998625908447439,0.998662341112826,0.0456436785468319,0.0369363129148247,0.0561268708466983,0.531363618221278,0.0318934769292601,1.82948168843927,0.485799745931769,-0.011076401090504,1.78433828555393
"1 to 11mo","status quo","months 1 to 3","cholera",0,0,0,41.511667331414,0,599.469267311861,41.5131817931086,0,599.491137626902,"infections - epidemic",32545,31366,63911,0,0.000650416777237095,0.000650416777237095,1,0.999349583222763,0.999349583222763,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,2.59866174985,0,37.527229218159,2.59875655629672,0,37.5285983164104
"1 to 11mo","status quo","months 1 to 3","COVID-19",0,0,0,0,0,0,0,0,0,"infections - endemic",32545,31366,63911,0,0,0,1,1,1,0.99998606844947,0.998625908447439,0.998662341112826,0,0,0,0,0,0,0,0,0
